scenario,run,mean_growth_rate,crisis_likelihood,mean_unemployment,gdp_end
9,41,0.010539253943267157,0.0,0.08459449358249993,4541906.541378654
9,42,0.012128130306919838,0.010101010101010102,0.08253293386600002,5013795.231546445
9,43,0.01089062425740206,0.020202020202020204,0.08026370032450014,4560019.485115477
9,44,0.012132231350800993,0.010101010101010102,0.08415096394174981,5232486.60793758
9,45,0.010950263414799988,0.0,0.08857225877449992,4636694.788205117
9,46,0.010314689218660744,0.0,0.07815341095874995,4648051.617246686
9,47,0.011052737590355521,0.010101010101010102,0.08888898694225,4780401.039251497
9,48,0.011094934159165515,0.020202020202020204,0.08306096344449998,4277852.214349363
9,49,0.01095279334118815,0.0,0.08539089802674993,4549076.670192394
9,50,0.01058606936211004,0.010101010101010102,0.07971449396500008,4330394.77278027
